Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Squad,# Pl,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Angers,24,26.1,37.7,10,110,900,10.0,8,5,13,7,1,1,14,1,10.5,9.7,8.0,17.7,148,254,0.8,0.5,1.3,0.7,1.2,1.05,0.8,1.85,0.97,1.77,Angers,1,10,10,900,10.0,14,1.4,57,41,77.2,2,4,4,2,20.0,4,1,2,1,66.7,Angers,1,10.0,14,1,0,3,0,18.8,0.3,4.8,0.48,38,121,31.4,241,54,40.2,34.4,90,26.7,26.9,156,18,11.5,5,0.5,9.6,Angers,24,10.0,8,91,30,33.0,9.1,3.0,0.08,0.23,16.4,1,1,1,10.5,9.7,0.11,-2.5,-2.7,Angers,24,10.0,3195,3996,80.0,56061,20954,1433,1613,88.8,1361,1553,87.6,307,613,50.1,5,8.0,7.0,-3.0,69,168,55,19,254,Angers,24,10.0,3996,3567,413,114,15,22,146,142,43,30,10,0,3195,16,65,Angers,24,10.0,159,15.9,122,14,7,10,3,3,15,1.5,12,0,1,1,1,0,Angers,24,10.0,184,116,106,68,10,95,153,62.1,58,114,36,78,86,270,247,10,Angers,24,37.7,10.0,5168,721,2161,2232,836,142,5167,154,56,36.4,92,59.7,2566,13580,6944,148,86,35,185,83,3175,253,Angers,24,10.0,14,1,0,109,101,16,146,86,116,1,4,0,411,93,106,46.7
Auxerre,24,25.4,44.6,10,110,900,10.0,6,3,9,5,1,2,23,3,10.0,8.5,5.7,14.2,120,284,0.6,0.3,0.9,0.5,0.8,1.0,0.57,1.57,0.85,1.42,Auxerre,2,10,10,900,10.0,16,1.6,50,34,68.0,2,1,7,2,20.0,1,0,1,0,100.0,Auxerre,2,10.0,16,0,0,4,1,16.8,0.34,1.8,0.18,58,202,28.7,267,30,58.4,43.2,67,68.7,52.1,116,6,5.2,16,1.6,17.3,Auxerre,24,10.0,6,103,29,28.2,10.3,2.9,0.05,0.17,19.0,3,1,2,10.0,8.5,0.08,-4.0,-3.5,Auxerre,24,10.0,3207,4134,77.6,58078,21003,1407,1609,87.4,1343,1567,85.7,365,741,49.3,3,5.7,5.5,-2.7,74,284,48,13,284,Auxerre,24,10.0,4134,3626,495,156,11,30,160,197,50,7,31,0,3207,13,78,Auxerre,24,10.0,179,17.9,132,19,5,11,8,4,10,1.0,7,0,0,1,1,1,Auxerre,24,10.0,194,112,99,71,24,84,158,53.2,74,113,28,85,92,286,216,6,Auxerre,24,44.6,10.0,5258,549,1820,2267,1247,150,5256,172,73,42.4,81,47.1,2909,13981,6167,120,88,29,158,100,3189,281,Auxerre,24,10.0,23,3,1,140,142,13,160,92,112,1,1,1,407,130,157,45.3
Brest,26,27.1,43.9,10,110,900,10.0,13,9,22,10,3,4,16,2,15.3,12.1,9.5,21.6,104,277,1.3,0.9,2.2,1.0,1.9,1.53,0.95,2.48,1.21,2.16,Brest,2,10,10,896,10.0,18,1.81,47,29,63.8,2,3,5,2,20.0,1,1,0,0,0.0,Brest,2,10.0,18,1,0,3,0,16.1,0.34,-1.9,-0.19,81,187,43.3,268,43,50.4,39.1,75,69.3,51.8,166,9,5.4,4,0.4,10.8,Brest,26,10.0,13,121,34,28.1,12.1,3.4,0.08,0.29,17.8,2,3,4,15.3,12.1,0.1,-2.3,-2.1,Brest,26,10.0,3195,4159,76.8,65569,24522,1149,1348,85.2,1495,1746,85.6,503,886,56.8,9,9.5,8.5,-0.5,86,246,66,25,277,Brest,26,10.0,4159,3686,462,131,11,35,159,187,41,20,16,0,3195,11,68,Brest,26,10.0,210,21.0,136,23,10,22,15,4,22,2.2,15,1,3,1,2,0,Brest,26,10.0,203,121,94,76,33,111,204,54.4,93,112,38,74,80,283,251,4,Brest,26,43.9,10.0,5297,644,1985,2268,1090,181,5293,121,54,44.6,61,50.4,2874,13393,6452,104,83,25,162,74,3159,272,Brest,26,10.0,16,2,0,122,103,11,159,80,121,2,1,0,407,165,148,52.7
Le Havre,23,27.8,44.9,10,110,900,10.0,12,8,20,11,1,2,18,1,12.4,10.8,9.0,19.8,145,324,1.2,0.8,2.0,1.1,1.9,1.24,0.9,2.14,1.08,1.98,Le Havre,1,10,10,900,10.0,16,1.6,38,23,65.8,3,3,4,3,30.0,3,3,0,0,0.0,Le Havre,1,10.0,16,3,0,2,1,13.6,0.29,-1.4,-0.14,47,131,35.9,314,52,30.9,31.4,75,45.3,36.8,159,20,12.6,14,1.4,13.1,Le Havre,23,10.0,12,110,33,30.0,11.0,3.3,0.1,0.33,18.5,4,1,2,12.4,10.8,0.1,-0.4,0.2,Le Havre,23,10.0,3459,4367,79.2,64748,22223,1310,1477,88.7,1698,1926,88.2,367,744,49.3,8,9.0,8.5,-1.0,76,234,59,26,324,Le Havre,23,10.0,4367,3879,472,142,7,16,236,189,40,28,11,0,3459,16,74,Le Havre,23,10.0,190,19.0,135,12,10,13,16,4,17,1.7,12,1,0,3,1,0,Le Havre,23,10.0,149,80,68,57,24,77,147,52.4,70,90,26,64,86,235,276,4,Le Havre,23,44.9,10.0,5448,658,1938,2424,1142,158,5446,124,57,46.0,60,48.4,3082,16414,8019,145,100,21,166,80,3440,320,Le Havre,23,10.0,18,1,0,146,125,16,236,86,80,2,3,1,389,130,139,48.3
Lens,22,27.6,44.2,10,110,900,10.0,13,7,20,10,3,4,23,2,17.5,14.4,10.9,25.3,146,379,1.3,0.7,2.0,1.0,1.7,1.75,1.09,2.85,1.44,2.53,Lens,1,10,10,900,10.0,10,1.0,36,26,75.0,6,1,3,2,20.0,1,1,0,0,0.0,Lens,1,10.0,10,1,0,2,0,11.9,0.31,1.9,0.19,37,102,36.3,234,32,31.2,33.6,74,39.2,34.0,133,7,5.3,7,0.7,14.9,Lens,22,10.0,13,125,38,30.4,12.5,3.8,0.08,0.26,16.0,3,3,4,17.5,14.4,0.12,-4.5,-4.4,Lens,22,10.0,3543,4430,80.0,62873,23346,1652,1878,88.0,1462,1701,85.9,373,654,57.0,7,10.9,10.5,-3.9,99,262,90,23,379,Lens,22,10.0,4430,3977,432,129,10,27,198,150,60,20,30,1,3543,21,91,Lens,22,10.0,231,23.1,160,25,14,20,9,3,20,2.0,11,2,0,5,2,0,Lens,22,10.0,192,110,102,60,30,102,179,57.0,77,152,51,101,99,291,249,5,Lens,22,44.2,10.0,5663,671,2023,2300,1399,262,5659,161,70,43.5,77,47.8,2756,13185,6759,146,92,42,144,82,3510,372,Lens,22,10.0,23,2,1,129,119,21,198,99,110,3,1,0,462,132,129,50.6
Lille,28,26.8,57.8,10,110,900,10.0,22,17,39,21,1,2,25,0,20.2,18.7,15.3,34.0,225,509,2.2,1.7,3.9,2.1,3.8,2.02,1.53,3.55,1.87,3.4,Lille,2,10,10,900,10.0,13,1.3,35,21,65.7,5,2,3,2,20.0,2,1,1,0,50.0,Lille,2,10.0,13,1,1,1,0,17.0,0.44,4.0,0.4,44,110,40.0,309,33,29.1,30.5,71,28.2,28.2,119,7,5.9,14,1.4,21.8,Lille,28,10.0,22,173,52,30.1,17.3,5.2,0.12,0.4,16.8,2,1,2,20.2,18.7,0.11,1.8,2.3,Lille,28,10.0,4483,5418,82.7,80785,26930,1833,2078,88.2,2177,2442,89.1,396,639,62.0,17,15.3,14.4,1.7,139,373,110,22,509,Lille,28,10.0,5418,4928,479,145,25,29,222,170,70,30,25,0,4483,11,116,Lille,28,10.0,319,31.9,241,27,15,23,10,3,36,3.6,26,2,5,2,1,0,Lille,28,10.0,155,93,60,70,25,89,156,57.1,67,90,19,71,89,244,203,10,Lille,28,57.8,10.0,6496,532,1783,2903,1850,345,6494,145,65,44.8,73,50.3,3935,19943,10744,225,150,74,126,68,4436,502,Lille,28,10.0,25,0,0,135,129,11,222,89,93,1,2,0,431,140,95,59.6
